,id,title,duration[s],comment number,comment number normalize
29,s5MXOoBFa_A,【原神朝活】イェランの可能性について試行錯誤する【従井ノラ/深層組】,17696,2784,0.15732368896925858
30,aD1xghPxb78,【歌枠】haaaaaaaaaaaaaaaaaaa【従井ノラ/深層組】,3200,1722,0.538125
31,q6UdM2LkyzE,【雑談】なんでも答える見習い執事【従井ノラ/深層組】,17757,21819,1.2287548572393985
32,C1Ms-Ahtqco,【Undertale】フルボイスアンダーテールP√やります！【従井ノラ/深層組】,4975,2114,0.4249246231155779
33,OK-8-laPaag,【原神ガチャ/Genshin Gacha】止めて止めて止めて！止めて止めて止めて誰かボクを止めて【従井ノラ/深層組】,9936,6146,0.6185587761674718
34,hzVuLeQdm38,【ホラー/心拍数メーター有】出てくる女が皆エロイので怖くない【零-濡鴉ノ巫女＃５】,14346,5157,0.3594730238393977
35,Yv3ZtW7gkDo,【お絵かき】一番FA難易度の高いメンバーは誰だ！？【従井ノラ/深層組】,12509,8846,0.7071708369973619
36,YG3_6da-69w,【2.5万感謝ゲリーラ】性別不詳設定の足かせ雑談【従井ノラ/深層組】,14067,15744,1.1192151844743015
37,RTA8U9tGyW8,【真剣！？執事対談！】ノラの知らない現役執事の世界！【従井ノラ/深層組】,4017,4204,1.0465521533482698
38,ZXa7ja7QHA4,オタクに優しい美容院で美意識を磨く！？【DWU×従井ノラ/深層組】,5013,4699,0.9373628565729104
39,G7x-_Z71m40,【ラブホ後日談】見習い執事、ラブホテルでお嬢様と一晩・・・【従井ノラ/深層組】,10884,14398,1.3228592429253951
40,nVmqBWBiQEc,【ゲリーラ雑談】省エネモードで稼働します【従井ノラ/深層組】,13753,10902,0.7926997745946339
41,4idXGFbA7IY,【原神】テイワットショタコン部、股間奥義大歓喜！【従井ノラ/深層組】,4850,1953,0.402680412371134
42,zg20YBOOf3Q,【深夜雑談】チルる【従井ノラ/深層組】,8829,6404,0.7253369577528599
43,RPBegVaf-HQ,【ゲーセン攻略】クレーンゲーム大量ゲットで生計立ててやる！！！！！【従井ノラ/深層組】,5831,6056,1.0385868633167552
44,SpDoSGNm3vs,【Undertale】力尽きるまで耐久アンダーテール【従井ノラ/深層組】,27152,12377,0.4558411903358869
45,HhAg1d4jcA0,【マリカ８DX】キッズが視聴者を凹します！ｗ【従井ノラ/深層組】,13425,8397,0.6254748603351955
46,-nBYbvzIZWY,【RFA】健全な精神は健全な体に宿るらしいので運動します！！！！！【従井ノラ/深層組】,2841,3911,1.3766279479056671
47,94fZy8iZiWs,カラオケの件について話します【従井ノラ/深層組】,4662,4996,1.0716430716430716
48,lNad_kEM884,【雑談】大型連休明け初日よく頑張りましたね【従井ノラ/深層組】,5726,8022,1.4009779951100245
49,KREs9jdzPKo,【雑談/SC読み】ボクは何をしてるんだ？【従井ノラ/深層組】,3875,3700,0.9548387096774194
50,0zvsb5b0C68,【2万人記念/超美麗3D】あっ❤これが2万人の音！【従井ノラ/深層組】,6858,12878,1.8778069407990667
51,DfoT296Q09g,GW、寝て過ごしている皆さま、お話ししましょう【従井ノラ/深層組】,21840,167,0.007646520146520146
52,Vge0nQvUQHI,【ASMR練習】ショタ執事が耳元でゼロ距離囁き＆吐息ご奉仕※イケボ注意【従井ノラ/深層組】,18559,9796,0.5278301632631068
53,QgNa-W7r_eI,【復活のN】従井ノラの暴走【従井ノラ/深層組】,6807,10947,1.6081974438078448
54,-Y4kLIoWO7I,【ご報告】セバスチャンストップかかりました【従井ノラ/深層組】,4242,4613,1.0874587458745875
55,AMh10SJr2c0,【First ASMR】反応したらキミの負け❤です【従井ノラ/深層組】,5642,5667,1.0044310528181495
56,4WidhsgT5dA,【原神/Genshin Impact】行秋くんのそよ風を感じる原神プレイ【従井ノラ/深層組】,12402,2821,0.22746331236897274
57,KdnTPqL-93w,日常,8879,9544,1.0748958216015316
58,QhS1RtdcYKo,【スマブラSP】視聴者参加型　従井ノラ無双卍【従井ノラ/深層組】,4931,2784,0.5645913607787467
59,Bt9Vy13wHmc,【突発おぎゃノラ】おぎやとｄｂｄする【従井ノラ/深層組】,5846,1514,0.2589804994868286
60,HTO9hLjOZTc,【耐久歌枠】告白のらーら耐久,3720,2174,0.5844086021505376
61,tgtl5YdR6zY,セッセセ,4001,3975,0.9935016245938515
62,tVzsmDDn0H4,【初同時視聴枠】♰新世界の神となる♰【従井ノラ/深層組】,8572,1503,0.1753383107792814
63,sYJCluXK-OU,【振り返り】謝罪と絶叫と感謝の3か月間【従井ノラ/深層組】,4721,3308,0.7006990044482101
64,il7ESyaeBMw,【初同時視聴枠】♰新世界の神となる♰【従井ノラ/深層組】,7865,2199,0.27959313413858866
65,qL7hGNRXEeU,【原神/Genshin Impact】HOTな原神で遊ぶ！！！！初心者大歓迎！【従井ノラ/深層組】,34582,5963,0.1724307443178532
66,ynEaSWfhytk,【marshmallow】物好きからのマシュマロ100件切り♪【従井ノラ/深層組】,6287,8206,1.3052330205185303
67,81z85fTE3cs,【meme review?】Japanese vtuber talking ENGLISH dayo.【従井ノラ/深層組】,4865,1710,0.35149023638232274
68,83-gIj9S-SA,【超美麗3D】深層祭のパンドラの箱を開けます【従井ノラ/深層組】,16734,12581,0.7518226365483447
69,6Var8_vycVI,【AMONGUSコラボ】ボクはインｐじゃありません！！！！！【従井ノラ視点/深層組】,9093,7574,0.8329484218629715
70,c8dpxufqLKI,【Shopping】深層web見習い執事のお買い物配信！！【従井ノラ/深層組】,6927,9631,1.3903565757182041
71,rznfufjMyYE,【深層後夜祭】こ　れ　が　V　の　奇　祭　だ【従井ノラ/深層組】,16462,21485,1.3051269590572228
72,YDa8HIZBiH4,人生何が起きるかわからないというお話。,5486,6293,1.1471017134524244
73,pD56ZZSQx0Q,【原神/Genshin Impact】神里綾人実装！新マップ新聖遺物周回します！！【従井ノラ/深層組】,6339,1394,0.21990850291844138
74,udIH1JLEcx0,【marshmallow】深夜のクソマロ消化マシンとカスpart２【従井ノラ/深層組】,5653,4793,0.8478683884663011
75,CbZ7gB5oxEM,【marshmallow】クソマロ消化マシンとカス【従井ノラ/深層組】,7433,7926,1.0663258442082604
76,vWsztPu8_BU,【meme review】深層祭目前！深層ミームレビュー！Japanese learning memes!【従井ノラ/深層組】,4229,2145,0.5072121068810593
77,BM4IqbvPtlg,【ホラー/心拍数メーター有】日本の性教育について語りながらホラゲーをする【零-濡鴉ノ巫女＃4】,5517,2684,0.4864962842124343
78,KHTl6FkyPgY,深ヤーーーーー！！！！！,8603,7203,0.8372660699755899
79,lFtLa3x7I38,カルマを上昇させよ,3752,4312,1.1492537313432836
80,_LWQ574E4aM,スパチャ読みと雑談とガチ恋について,3896,3066,0.7869609856262834
81,nRMlMfSsZGA,緊急　対母,4289,3683,0.8587083236185591
82,AuVmcePZ1fs,【vtuberの常識を破る】第一回：おぎゃノラワイドショー【従井ノラ/小城夜みるく/深層組】,4070,4974,1.222113022113022
83,fW2Dvzin_oY,従井ノラの生放送,11785,11745,0.996605854900297
84,AKWWf8aUN1o,大手配信者に相談凸させていただきました。,20922,12326,0.5891406175317847
85,6Qlb1-gHxD4,【原神同時視聴/Genshin Impact】ver.2.6そよ風、紫苑の庭を偲ぶ 予告番組、行秋君の情報が出たら叫びます。【従井ノラ/深層組】,11109,1967,0.1770636420919975
86,rOr8aksbsGk,【原神/Genshin Impact】ゲリラ朝活【従井ノラ/深層組】,4136,207,0.05004835589941973
87,jMGaa1U4ZRk,生放送　雑談,17356,14419,0.8307789813321041
88,oDjXI2HgP9w,【NEEDYGIRL OVERDOSE・VRChat】承認欲求と〇〇欲求が止まらない【深層組/従井ノラ】,11278,9155,0.8117574037949992
89,9yNdSe5X9yI,【原神/Genshin】バーテンダーノラになんでもおまかせあれ！！！【従井ノラ/深層組】,8924,2169,0.24305244285073957
90,eFVBeuPZDoM,【深層祭】推しと1on1面会‐従井ノラ編-事前練習会場はこちら【従井ノラ/深層組】,11869,9348,0.7875979442244503
91,GspOPhWYIpk,セバス見習いゲリラ雑談とスパチャ読み,10614,6593,0.6211607311098549
92,Qvf_1uYPxq4,【NEEDYGIRL OVERDOSE】えっ〇ちなはいしんえっ〇ちなはいしんえっ〇ちなはいしん【深層組/従井ノラ】,5333,2743,0.5143446465404088
93,OdiKkaKQ3vI,【ホラー/心拍数メーター有】心霊スポット体験を話しながら除霊する被害者N【零-濡鴉ノ巫女＃3】,7647,2533,0.33124100954622726
94,gsMzvcLBDiw,【深層祭告知】見習いセバスによるイベ情報先行発表会！【従井ノラ/深層組】,8224,6475,0.787329766536965
95,tZkYPl_A6bw,【marshmallow】マロ600個限界チャレンジ【従井ノラ/深層組】,9345,7768,0.8312466559657571
96,DQ0LVY3d3jQ,【原神/Genshin】アチーブメントそこそこやってる勢がアプデ追加分埋めていくよ！【従井ノラ】,5496,923,0.16794032023289665
97,k-8l8Z1U24E,【1万人記念後半戦】美麗３ｄでケーキと肉を創ります！！！！！！【従井ノラ/深層組】,9274,12998,1.4015527280569333
98,p259AmUQdfQ,【朗読練習】怪談読み聞かせ【ASMR風】,7405,2285,0.3085752869682647
99,A0_PaLZ9cCQ,【原神/Genshin】初外部コラボが来たクリーンな深層組新人の原神雑談！！！【従井ノラ】,16280,7652,0.47002457002457004
100,F2eAc2tArtw,【1万人記念】もう色々公開します。許してください【従井ノラ/深層組】,7497,12539,1.6725356809390424
101,GOEHL7Fs4p4,【1万人耐久】とまるんじゃねえぞ、従井ノラ卍【従井ノラ/深層組】,3277,3714,1.133353677143729
102,-jYAQER0FeI,【同時視聴】深層組を探しながらアイちゃん大天使を観る【従井ノラ/深層組】,9413,3048,0.32380750026559013
103,57jaNPTPBx0,【謝罪】守れ、守れ、守れ、守れ、守れ、守れよ！！【従井ノラ/深層組】,4311,5114,1.1862676873115285
104,dQPSvdm6ZF0,【緊急任務】行きなさい！ノラ君！自分が仕えるお嬢様のために！【従井ノラ/深層組】,8019,7689,0.9588477366255144
105,kr9YN-ddcHE,【許さない】デビュー1カ月半の新人を騙す極悪ｖ箱について暴露します【従井ノラ/深層組】,5814,8993,1.5467836257309941
106,wg4WBXZubXI,令和に絵チャサイトを利用する見習い執事,8322,5044,0.6061043018505167
107,L5j5KkSwMI8,【原神/Genshin】通報無縁のお淑やかで和気あいあいとした原神配信【従井ノラ】,18598,7764,0.4174642434670395
108,YTIY8MYh1cY,【競馬】未経験初心者、フェブラリーSでうまぴょいしたい【従井ノラ/深層組】,4052,1691,0.41732477788746297
109,CO_HZu9Wg6g,【競馬】未経験初心者ですが、うまぴょいしたい【従井ノラ/深層組】,7497,4432,0.5911698012538349
110,sZim9fn1X70,かっこいい見習い執事とおはなししましょ～～～,31661,14649,0.4626827958687344
111,e2iK9t5R8Xg,【Pokémon LEGENDSアルセウス】ポケモンの声真似を極めるんや！！！！！！【従井ノラ/深層組】,9035,2210,0.2446043165467626
112,_KNTfuMHkM0,【雑談】絵を描きながらここ数日のフラつきについて調べる【従井ノラ/深層組】,1226,860,0.7014681892332789
113,XbK3QGIN6UE,【オフコラボ】おぎゃノラ満身創痍のオフ寿司-ノラ視点-【従井ノラ/深層組】,7848,9617,1.225407747196738
114,LPTdV_2NKEI,【原神】Nintendo Direct 2022 Morning Rootine【従井ノラ/深層組】,9037,1380,0.15270554387517982
115,k12s8mmXEn4,【Pokémon LEGENDSアルセウス】ポケモンたのしすぎてキッズ、発狂！！！！【従井ノラ/深層組】,8860,1553,0.1752821670428894
116,CQRNXeVmpRg,【Pokémon LEGENDSアルセウス】 5億年ぶりにポケモンをやるキッズ、大歓喜！！！！【従井ノラ/深層組】,16441,1778,0.10814427346268475
117,7VuIjUm7OFQ,デビューから1カ月経ちました。,10157,6100,0.6005710347543566
118,YAZuskbLDWk,謝罪とテスト,3928,3242,0.825356415478615
119,Mg082VTxorE,【睡眠導入】真冬の怪談読み聞かせ配信【ASMR風】,9113,2497,0.27400416986722265
120,s14jRxkjx7w,【meme review】英語が解かった気になれる週間ミームレビュー！Japanese learning memes!【従井ノラ/深層組】,4973,1849,0.3718077619143374
121,Jf1EPtNQQZ8,【原神/Genshin】新キャラ実装！Ver2.5生放送同時視聴会！【従井ノラ/深層組】,6819,1216,0.17832526763455053
122,Id_ucdFQJLA,【原神/Genshin】あなたの声は新年の爆竹より大きいです。海灯祭！！【従井ノラ/深層組】,5603,3027,0.5402462966268071
123,GDH7l34MjRg,【ゲーセン雑談】元店員とゲーセン裏話！！！！【従井ノラ/深層組】,6220,5802,0.9327974276527331
124,CCj2kw3gZ9c,【祝5k突破】デビューして3週間の新人ですが、感謝と今後の目標を叫びます【従井ノラ/深層組】,5297,5144,0.971115725882575
125,dU5z6Fl__Dw,【睡眠導入】新人見習い執事の怪談読み聞かせ配信♥【ASMR風】,9517,2611,0.2743511610801723
126,H16UyZqyK04,【原神】海灯祭やるぞおおおおおおおおお！！！！！！！【従井ノラ/深層組】,13945,4029,0.2889207601290785
127,vvT1CnAKk5I,【meme review】聞くだけで英語が解る！深層組ミームも続々登場！Japanese meme study here we gooo!!【従井ノラ】,4806,1214,0.2526009155222638
128,BG49UdBBWc8,【ホラー】リアルな濡れ表現にピンク思考が止まらない自称真面目系執事【零-濡鴉ノ巫女＃2】,5650,1377,0.24371681415929203
129,brTR4SvfwCA,【パスパルトゥー】自分、深層組一の神絵師名乗っていいすか？(Let’s hentai doodling)【深層組/従井ノラ】,7022,2408,0.342922244374822
130,-WcrD3VdhoA,【原神/Genshin】原神やるなら今なんだよ！！！【従井ノラ/深層組】,14549,994,0.06832084679359406
131,dpqcDUpbV60,【雑談】負け犬の遠吠え【犬小屋】,8694,7212,0.8295376121463078
132,ctBSvHbCJkY,【原神ガチャ/Genshin gacha】セバスチャン、大家さんごめんなさい【従井ノラ】,6542,3563,0.5446346682971568
133,SXUcyer6C2I,【原神ガチャ/Genshin】自分v界の原神ガチ勢名乗っていいすか？【従井ノラ】,10953,5203,0.4750296722359171
134,1qLyvCTIzfQ,【龍が如くzero】天国のおじいちゃんみてますか？【YAKUZA】,6893,1573,0.2282025243000145
135,-p1dpixsgsg,【スマブラSP】新人同期組コラボでフルボッコわからせ対決【従井ノラ・小城夜みるく/深層組】,3689,1830,0.4960693955001355
136,5ZJ3VxIeGoQ,【口裂け女】日本の有名な都市伝説が怖くて笑える件（Slit Mouthed)【従井ノラ】,7362,4082,0.554468894322195
137,FqMrSlEVu94,【marshmallow】虫ではなくマシュマロ。【従井ノラ/深層組】,5416,3512,0.6484490398818316
138,oNLAdvpw22s,【祝収益化】やってみようじゃないか、スパチャ読みって奴を！！！【従井ノラ/深層組】,3914,1596,0.4077669902912621
139,Q89Sbi8vZcg,【祝収益化】スパチャ解禁！！！！皆さまありがThanx...！！！！ 【従井ノラ/深層組】,3657,4369,1.1946951052775499
140,4TzQXna7jvQ,深層面談 後半戦【DWU×従井ノラ】,4126,2776,0.6728065923412506
141,KfHPueUEN30,【minecraft初心者】お嬢様方の花園へ潜入～～＾/minecraft for very FIRST time 【従井ノラ】,10655,4069,0.38188643829188174
142,cx7r8tJI5Ck,【七女調教】深層家見習い執事、授乳練習・・？【従井ノラ】,3281,859,0.26181042365132584
143,f-5GRTdtsZM,Real Yakuza / 龍が如く - Baka Mitai (ばかみたい)本物の孫が歌ってみた-female version-,406,9,0.022167487684729065
144,MWiZX0DfPRU,ちいかわ　ノラみるく,119,2,0.01680672268907563
145,w1X53pRyAx4,【meme review】執事、ミームを学ぶの巻！Japanese meme study【従井ノラ】,7093,3541,0.49922458762159877
146,K1xRqLpfjPA,【パスパルトゥー】お嬢様を描いて売りさばき小銭稼ぐデス！(My doodling)【深層組/従井ノラ】,7049,3974,0.5637679103418924
147,2rPvC-mCpXY,【ホラー】オトナのお姉さんと恐怖体験に変な気を起こす深層家執事【零-濡鴉ノ巫女＃１】,8756,3039,0.3470762905436272
148,cBqxBoClK7U,【VRC】 海外ニキに突撃売名しにいく新人執事【乱入】,10591,7170,0.6769898970824285
149,6u7U_9MArPk,【初配信】改めまして、ノラです！！！！【㊗開店】,7954,13755,1.7293185818456123
