,id,title,duration[s],comment number,comment number normalize
56,57jaNPTPBx0,【謝罪】守れ、守れ、守れ、守れ、守れ、守れよ！！【従井ノラ/深層組】,4311,5114,1.1862676873115285
57,dQPSvdm6ZF0,【緊急任務】行きなさい！ノラ君！自分が仕えるお嬢様のために！【従井ノラ/深層組】,8019,7689,0.9588477366255144
58,N6bHPGIpcnI,【歌枠】持ち前のパッションだけで色々な歌を元気に歌いきる●ライブ闇落ち新人v【従井ノラ深層組】,34027,0,0.0
59,kr9YN-ddcHE,【許さない】デビュー1カ月半の新人を騙す極悪ｖ箱について暴露します【従井ノラ/深層組】,5814,8993,1.5467836257309941
60,BjRC_-QxzjI,今週の予定【4月23日更新】,3600,0,0.0
61,wg4WBXZubXI,令和に絵チャサイトを利用する見習い執事,8322,5044,0.6061043018505167
62,L5j5KkSwMI8,【原神/Genshin】通報無縁のお淑やかで和気あいあいとした原神配信【従井ノラ】,18598,7764,0.4174642434670395
63,YTIY8MYh1cY,【競馬】未経験初心者、フェブラリーSでうまぴょいしたい【従井ノラ/深層組】,4052,1691,0.41732477788746297
64,CO_HZu9Wg6g,【競馬】未経験初心者ですが、うまぴょいしたい【従井ノラ/深層組】,7497,4432,0.5911698012538349
65,sZim9fn1X70,かっこいい見習い執事とおはなししましょ～～～,31661,14649,0.4626827958687344
66,D6KsPL-452Y,ガチャ配信で警察凸をされた従井ノラです。真実をお話しします。,2437,0,0.0
67,sxaXh4VdKUc,【原神ガチャ/Genshin】ガチ勢vtuberの八重神子限界GACHA配信きｔらあああああ【従井ノラ】,5508,0,0.0
68,e2iK9t5R8Xg,【Pokémon LEGENDSアルセウス】ポケモンの声真似を極めるんや！！！！！！【従井ノラ/深層組】,9035,2210,0.2446043165467626
69,_KNTfuMHkM0,【雑談】絵を描きながらここ数日のフラつきについて調べる【従井ノラ/深層組】,1226,860,0.7014681892332789
70,XbK3QGIN6UE,【オフコラボ】おぎゃノラ満身創痍のオフ寿司-ノラ視点-【従井ノラ/深層組】,7848,9617,1.225407747196738
71,LPTdV_2NKEI,【原神】Nintendo Direct 2022 Morning Rootine【従井ノラ/深層組】,9037,1380,0.15270554387517982
72,k12s8mmXEn4,【Pokémon LEGENDSアルセウス】ポケモンたのしすぎてキッズ、発狂！！！！【従井ノラ/深層組】,8860,1553,0.1752821670428894
73,CQRNXeVmpRg,【Pokémon LEGENDSアルセウス】 5億年ぶりにポケモンをやるキッズ、大歓喜！！！！【従井ノラ/深層組】,16441,1778,0.10814427346268475
74,7VuIjUm7OFQ,デビューから1カ月経ちました。,10157,6100,0.6005710347543566
75,YAZuskbLDWk,謝罪とテスト,3928,3242,0.825356415478615
76,Mg082VTxorE,【睡眠導入】真冬の怪談読み聞かせ配信【ASMR風】,9113,2497,0.27400416986722265
77,s14jRxkjx7w,【meme review】英語が解かった気になれる週間ミームレビュー！Japanese learning memes!【従井ノラ/深層組】,4973,1849,0.3718077619143374
78,Jf1EPtNQQZ8,【原神/Genshin】新キャラ実装！Ver2.5生放送同時視聴会！【従井ノラ/深層組】,6819,1216,0.17832526763455053
79,Id_ucdFQJLA,【原神/Genshin】あなたの声は新年の爆竹より大きいです。海灯祭！！【従井ノラ/深層組】,5603,3027,0.5402462966268071
80,GDH7l34MjRg,【ゲーセン雑談】元店員とゲーセン裏話！！！！【従井ノラ/深層組】,6220,5802,0.9327974276527331
81,CCj2kw3gZ9c,【祝5k突破】デビューして3週間の新人ですが、感謝と今後の目標を叫びます【従井ノラ/深層組】,5297,5144,0.971115725882575
82,dU5z6Fl__Dw,【睡眠導入】新人見習い執事の怪談読み聞かせ配信♥【ASMR風】,9517,2611,0.2743511610801723
83,H16UyZqyK04,【原神】海灯祭やるぞおおおおおおおおお！！！！！！！【従井ノラ/深層組】,13945,4029,0.2889207601290785
84,vvT1CnAKk5I,【meme review】聞くだけで英語が解る！深層組ミームも続々登場！Japanese meme study here we gooo!!【従井ノラ】,4806,1214,0.2526009155222638
85,BG49UdBBWc8,【ホラー】リアルな濡れ表現にピンク思考が止まらない自称真面目系執事【零-濡鴉ノ巫女＃2】,5650,1377,0.24371681415929203
86,brTR4SvfwCA,【パスパルトゥー】自分、深層組一の神絵師名乗っていいすか？(Let’s hentai doodling)【深層組/従井ノラ】,7022,2408,0.342922244374822
87,-WcrD3VdhoA,【原神/Genshin】原神やるなら今なんだよ！！！【従井ノラ/深層組】,14549,994,0.06832084679359406
88,dpqcDUpbV60,【雑談】負け犬の遠吠え【犬小屋】,8694,7212,0.8295376121463078
89,ctBSvHbCJkY,【原神ガチャ/Genshin gacha】セバスチャン、大家さんごめんなさい【従井ノラ】,6542,3563,0.5446346682971568
90,SXUcyer6C2I,【原神ガチャ/Genshin】自分v界の原神ガチ勢名乗っていいすか？【従井ノラ】,10953,5203,0.4750296722359171
91,1qLyvCTIzfQ,【龍が如くzero】天国のおじいちゃんみてますか？【YAKUZA】,6893,1573,0.2282025243000145
92,bGTglEAOQu4,【初歌枠】新人見習い執事の初めての歌枠が耐久な件【耐久/従井ノラ】,8873,0,0.0
93,-p1dpixsgsg,【スマブラSP】新人同期組コラボでフルボッコわからせ対決【従井ノラ・小城夜みるく/深層組】,3689,1830,0.4960693955001355
94,5ZJ3VxIeGoQ,【口裂け女】日本の有名な都市伝説が怖くて笑える件（Slit Mouthed)【従井ノラ】,7362,4082,0.554468894322195
95,FqMrSlEVu94,【marshmallow】虫ではなくマシュマロ。【従井ノラ/深層組】,5416,3512,0.6484490398818316
96,oNLAdvpw22s,【祝収益化】やってみようじゃないか、スパチャ読みって奴を！！！【従井ノラ/深層組】,3914,1596,0.4077669902912621
97,Q89Sbi8vZcg,【祝収益化】スパチャ解禁！！！！皆さまありがThanx...！！！！ 【従井ノラ/深層組】,3657,4369,1.1946951052775499
98,4TzQXna7jvQ,深層面談 後半戦【DWU×従井ノラ】,4126,2776,0.6728065923412506
99,KfHPueUEN30,【minecraft初心者】お嬢様方の花園へ潜入～～＾/minecraft for very FIRST time 【従井ノラ】,10655,4069,0.38188643829188174
100,cx7r8tJI5Ck,【七女調教】深層家見習い執事、授乳練習・・？【従井ノラ】,3281,859,0.26181042365132584
101,f-5GRTdtsZM,Real Yakuza / 龍が如く - Baka Mitai (ばかみたい)本物の孫が歌ってみた-female version-,406,9,0.022167487684729065
102,MWiZX0DfPRU,ちいかわ　ノラみるく,119,2,0.01680672268907563
103,w1X53pRyAx4,【meme review】執事、ミームを学ぶの巻！Japanese meme study【従井ノラ】,7093,3541,0.49922458762159877
104,K1xRqLpfjPA,【パスパルトゥー】お嬢様を描いて売りさばき小銭稼ぐデス！(My doodling)【深層組/従井ノラ】,7049,3974,0.5637679103418924
105,2rPvC-mCpXY,【ホラー】オトナのお姉さんと恐怖体験に変な気を起こす深層家執事【零-濡鴉ノ巫女＃１】,8756,3039,0.3470762905436272
106,cBqxBoClK7U,【VRC】 海外ニキに突撃売名しにいく新人執事【乱入】,10591,7170,0.6769898970824285
107,6u7U_9MArPk,【初配信】改めまして、ノラです！！！！【㊗開店】,7954,13755,1.7293185818456123
108,yY6i6_Jg9XI,【初投稿】休むな！深層執事見習いちゃん♪【自己紹介/従井ノラ】,95,0,0.0
